id,neighbourhood,latitude,longitude,notapartment,private,persons,bathrooms,bedrooms,beds,rating,accurate,location_score,value,reviews_per_month,available,price,active,pricecategory,groupsize,patiobalcony,wifi,heating,tv,refrigerator,airconditioning,oven,washer,dryer,stove,alarm,coffeemaker,babystuff,hottub,pool,gym,dishes,cookingbasics,dedicatedworkspace,hotwater,essentials,hangers,fireextinguisher,firstaidkit,bedlinens,iron,privateentrance,elevator,hairdryer,bathtub,dishwasher,latbin,lonbin,multiplier
55868,19,52.35597,4.88512,False,True,4,1,2,2,2,True,3.0,3.0,3,False,151,True,2,4,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,False,52.36,4.884,98
58211,21,52.37103,4.8847,True,False,4,2,2,2,2,True,3.0,3.0,3,False,154,True,2,5,False,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,52.372,4.884,97
62015,13,52.36431,4.93122,False,True,2,1,1,1,2,True,2.0,2.0,2,False,124,True,2,2,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,52.366,4.929,86
64736,14,52.36312,4.86653,True,True,2,1,1,1,2,True,3.0,3.0,3,False,189,True,3,2,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,True,False,True,52.366,4.861,94
67841,18,52.3563,4.89343,False,True,2,1,1,1,2,True,3.0,2.0,2,False,104,True,2,2,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,52.36,4.895,98
68290,21,52.37044,4.89461,False,False,2,1,1,2,2,True,3.0,3.0,3,False,100,True,1,3,False,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,52.372,4.895,96
68873,21,52.36927,4.89525,False,False,2,1,1,1,2,True,3.0,2.0,3,False,96,True,1,2,False,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,52.372,4.895,96
70598,8,52.4129,4.92224,True,False,2,1,1,1,2,True,2.0,3.0,3,False,42,True,1,2,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,52.418,4.929,66
75382,22,52.36684,4.92756,False,False,3,1,1,2,2,True,3.0,2.0,3,False,82,True,1,3,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,52.372,4.929,86
75499,14,52.36326,4.87738,False,True,2,1,1,2,3,True,3.0,3.0,2,False,99,False,1,3,False,True,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,52.366,4.872,95
76459,14,52.36354,4.87743,False,True,2,1,1,2,2,True,3.0,3.0,2,False,100,False,1,3,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,52.366,4.872,95
76668,16,52.38934,4.89089,False,False,4,1,2,2,2,True,3.0,2.0,3,False,152,True,2,4,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,52.395,4.895,88
80635,21,52.37828,4.8944,True,False,1,1,1,1,2,True,3.0,2.0,3,False,108,True,2,1,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,52.383,4.895,92
82748,21,52.37435,4.89287,False,True,4,1,1,2,2,True,3.0,2.0,3,False,249,True,3,4,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,52.378,4.895,99
84057,14,52.36521,4.85136,False,False,2,1,1,1,2,True,3.0,2.0,3,False,108,True,2,2,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,52.366,4.85,94
91535,18,52.35774,4.89647,True,False,2,1,1,1,2,True,3.0,2.0,3,False,94,True,1,2,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,52.36,4.895,98
97221,6,52.34801,4.83639,False,False,2,1,1,2,1,True,2.0,2.0,3,False,54,True,1,3,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,52.348,4.828,86
107195,22,52.3707,4.92172,False,True,2,1,1,1,2,False,2.0,2.0,2,False,150,True,2,2,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,52.372,4.918,92
108890,14,52.35949,4.85827,False,True,4,1,1,2,3,True,3.0,3.0,1,False,100,False,1,4,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,52.36,4.85,96
130390,18,52.35552,4.89186,False,False,2,1,1,1,2,True,3.0,3.0,2,False,80,False,1,2,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52.36,4.895,98
141708,9,52.36504,4.93779,False,True,3,1,2,2,2,False,2.0,2.0,3,False,136,True,2,4,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,False,False,52.366,4.94,90
148132,14,52.36867,4.86478,False,False,2,1,1,1,2,True,3.0,3.0,2,False,39,False,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,52.372,4.861,94
155548,13,52.3642,4.92829,False,True,2,1,1,1,2,True,2.0,2.0,2,False,139,True,2,2,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52.366,4.929,86
162467,14,52.3627,4.85693,False,True,2,1,1,1,2,True,2.0,2.0,3,False,141,True,2,2,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,52.366,4.85,94
165833,14,52.37337,4.85948,False,True,4,2,3,4,2,True,3.0,3.0,3,False,105,True,2,6,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,52.378,4.861,97
168769,21,52.37956,4.89359,True,False,2,1,1,1,1,True,3.0,2.0,3,False,117,True,2,2,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,52.383,4.895,92
169356,21,52.38104,4.88306,True,True,2,1,1,1,3,True,3.0,3.0,2,False,158,True,2,2,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,52.383,4.884,93
171054,14,52.36768,4.86646,False,True,3,1,2,3,2,True,2.0,2.0,3,False,120,False,2,4,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,52.372,4.861,94
171498,19,52.35782,4.87742,False,True,4,1,3,2,3,True,3.0,3.0,2,False,233,True,3,5,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,52.36,4.872,96
171631,14,52.36199,4.85371,False,True,6,1,3,3,2,False,2.0,2.0,3,False,93,True,1,6,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,True,False,True,52.366,4.85,94
174592,22,52.36173,4.90996,False,True,2,1,1,1,1,False,2.0,1.0,3,False,157,True,2,2,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,52.366,4.906,96
175989,14,52.36056,4.86655,False,True,4,1,1,2,2,True,3.0,3.0,3,False,186,True,3,4,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,52.366,4.861,94
179528,18,52.34332,4.89484,False,True,3,1,2,2,1,False,2.0,2.0,2,False,256,True,3,4,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,52.342,4.895,96
182839,15,52.38685,4.89932,False,True,2,1,2,2,2,True,3.0,3.0,2,False,125,False,2,3,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,52.389,4.895,91
189754,21,52.37548,4.89398,False,False,4,1,1,3,2,True,3.0,2.0,3,False,121,True,2,4,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,52.378,4.895,99
198307,21,52.38537,4.89292,False,True,2,1,1,1,3,True,3.0,3.0,3,False,129,True,2,2,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,52.389,4.895,91
199844,16,52.38409,4.87582,False,True,3,1,1,2,2,True,2.0,2.0,3,False,99,False,1,3,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,52.389,4.872,89
203658,19,52.34538,4.86809,False,True,4,1,3,4,2,True,3.0,2.0,2,False,284,False,3,6,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,52.348,4.861,90
205759,14,52.3695,4.8658,False,True,2,1,1,1,1,True,2.0,1.0,1,False,99,False,1,2,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,52.372,4.861,94
212050,14,52.36698,4.86622,False,True,4,1,2,3,2,True,3.0,2.0,2,False,234,True,3,5,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,52.372,4.861,94
213721,19,52.35216,4.84659,False,True,2,1,1,1,3,True,3.0,2.0,3,False,150,False,2,2,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,52.354,4.839,86
214531,21,52.37169,4.89446,False,False,3,1,1,2,2,True,3.0,2.0,3,False,101,True,1,3,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,False,52.378,4.895,99
219276,21,52.36883,4.88749,False,False,2,1,1,1,3,True,3.0,2.0,1,False,248,True,3,2,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,52.372,4.884,97
222516,14,52.36271,4.85875,False,True,2,1,1,1,2,True,2.0,2.0,3,False,116,True,2,2,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,52.366,4.85,94
230710,21,52.37516,4.87842,True,True,4,1,2,2,1,True,3.0,2.0,2,False,125,False,2,4,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,52.378,4.872,97
245927,21,52.36815,4.88604,False,True,4,1,2,3,2,True,3.0,2.0,3,False,263,True,3,5,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,52.372,4.884,97
247805,14,52.36707,4.87348,False,False,2,1,1,1,2,True,3.0,2.0,3,False,122,True,2,2,False,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,52.372,4.872,94
250751,9,52.36443,4.93265,False,True,2,1,1,1,1,True,2.0,2.0,3,False,77,True,1,2,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,52.366,4.929,86
252080,22,52.36936,4.90963,True,True,4,2,2,2,2,True,3.0,2.0,1,False,385,True,3,5,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52.372,4.906,96
254104,22,52.36458,4.90832,False,False,2,1,1,1,2,True,3.0,3.0,3,False,149,True,2,2,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,52.366,4.906,96
254800,21,52.37122,4.88211,False,True,2,1,1,1,2,True,3.0,2.0,3,False,287,True,3,2,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,52.372,4.884,97
255809,18,52.34416,4.88709,False,False,4,1,2,2,2,True,3.0,2.0,3,False,146,True,2,4,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,52.342,4.884,97
256670,14,52.35861,4.86023,False,True,5,2,4,6,1,False,2.0,2.0,1,False,235,True,3,8,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,52.36,4.861,96
262394,19,52.35695,4.85234,False,False,2,1,1,1,2,True,2.0,2.0,3,False,88,True,1,2,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,52.36,4.85,96
265349,14,52.36217,4.86158,False,True,2,1,1,1,2,True,2.0,2.0,2,False,85,False,1,2,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,52.366,4.861,94
272597,19,52.3481,4.85648,False,True,2,1,1,1,3,True,2.0,2.0,1,False,140,False,2,2,True,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,True,52.348,4.85,90
274688,7,52.37977,4.85574,True,True,2,1,1,1,2,True,2.0,2.0,3,False,125,True,2,2,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,52.383,4.85,90
277011,14,52.35791,4.85944,False,True,2,1,1,1,2,True,3.0,3.0,2,False,125,False,2,2,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,52.36,4.861,96
282269,19,52.34988,4.85248,False,True,3,1,2,3,3,True,3.0,3.0,1,False,115,False,2,4,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52.354,4.85,94
286374,5,52.37725,4.83307,False,True,4,1,1,1,3,True,1.0,3.0,1,False,95,True,1,3,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,52.383,4.828,86
291637,17,52.35265,4.94185,True,False,2,1,1,1,1,True,2.0,2.0,1,False,82,False,1,2,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,52.354,4.94,90
291752,13,52.35179,4.91082,False,False,2,0,1,1,2,True,3.0,2.0,3,False,103,True,2,1,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,52.354,4.906,96
293337,15,52.38118,4.91529,False,False,2,1,1,1,2,True,2.0,2.0,2,False,113,False,2,2,False,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,True,52.383,4.918,88
293514,15,52.38912,4.9095,True,True,3,1,2,3,1,False,1.0,2.0,1,False,74,False,1,4,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,52.395,4.906,88
301220,21,52.37225,4.87596,False,True,4,1,1,2,2,False,3.0,2.0,3,False,125,False,2,4,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,52.378,4.872,97
302426,21,52.38022,4.88567,False,True,5,1,2,3,2,True,3.0,3.0,2,False,114,False,2,5,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,True,True,52.383,4.884,93
304143,13,52.3623,4.92028,True,True,2,1,1,1,1,True,3.0,2.0,3,False,93,True,1,2,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,52.366,4.918,92
304189,21,52.37285,4.87765,False,True,3,1,1,1,2,True,3.0,2.0,3,False,119,True,2,3,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,52.378,4.872,97
305809,16,52.38615,4.87146,False,True,4,1,1,4,2,True,3.0,2.0,3,False,268,True,3,5,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,52.389,4.872,89
306852,22,52.35931,4.89844,False,True,4,1,2,2,1,True,3.0,2.0,2,False,190,True,3,4,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,52.36,4.895,98
308028,22,52.35972,4.8975,False,False,2,1,1,1,2,False,3.0,2.0,3,False,78,True,1,2,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,52.36,4.895,98
310722,14,52.35938,4.86448,False,True,2,1,1,1,2,True,3.0,3.0,2,False,169,False,2,2,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,52.36,4.861,96
311124,21,52.37104,4.87713,False,True,2,1,1,1,2,False,3.0,2.0,3,False,211,True,3,2,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,52.372,4.872,94
311584,14,52.36683,4.877,False,True,2,1,1,1,2,True,2.0,2.0,3,False,95,True,1,2,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,False,True,False,False,True,False,True,52.372,4.872,94
314673,18,52.34152,4.89031,False,True,2,1,1,1,3,True,2.0,3.0,3,False,199,True,3,2,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,52.342,4.884,97
320689,19,52.34922,4.86092,False,True,4,1,2,2,2,False,2.0,2.0,2,False,88,False,1,4,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,52.348,4.861,90
331946,14,52.3606,4.85739,True,True,4,1,4,4,2,True,3.0,3.0,2,False,230,True,3,6,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,52.366,4.85,94
340994,22,52.36857,4.90842,False,True,2,1,1,1,2,True,3.0,3.0,2,False,150,True,2,2,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,True,False,True,52.372,4.906,96
345397,18,52.35563,4.90345,False,True,4,1,2,3,2,False,2.0,2.0,3,False,169,True,2,5,True,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,52.36,4.906,97
350271,20,52.36129,4.98845,True,True,4,1,3,3,1,True,3.0,1.0,1,False,395,False,3,5,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,52.366,4.996,88
357980,14,52.36348,4.87648,True,True,4,1,4,4,2,True,3.0,2.0,3,False,245,True,3,6,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,52.366,4.872,95
361342,21,52.37962,4.8945,False,True,2,1,2,3,2,True,3.0,2.0,3,False,209,True,3,4,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,52.383,4.895,92
362458,22,52.36888,4.92944,False,True,2,1,1,1,2,True,2.0,3.0,3,False,99,True,1,2,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,52.372,4.929,86
367107,22,52.36263,4.90216,False,True,2,1,1,1,3,True,3.0,2.0,2,False,291,True,3,2,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True,52.366,4.906,96
367491,14,52.364,4.87814,False,True,2,1,1,1,2,True,3.0,2.0,3,False,146,True,2,2,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,52.366,4.872,95
378523,22,52.3742,4.90401,True,True,2,1,1,1,3,True,3.0,3.0,3,False,267,True,3,2,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,52.378,4.906,98
379885,18,52.35465,4.9061,True,False,2,1,1,1,1,True,3.0,2.0,3,False,198,True,3,2,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False,False,52.354,4.906,96
387644,16,52.37758,4.87678,False,True,4,1,2,2,2,True,3.0,3.0,3,False,295,True,3,4,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,False,52.383,4.872,90
402353,17,52.35338,4.93407,False,True,2,1,1,1,2,True,3.0,2.0,3,False,126,True,2,2,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,52.354,4.94,90
408794,14,52.3598,4.86166,False,True,3,1,1,2,1,False,2.0,2.0,2,False,186,False,3,3,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,52.36,4.861,96
414865,19,52.35043,4.84676,False,True,2,1,1,1,2,True,2.0,2.0,1,False,101,False,1,2,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,52.354,4.839,86
414917,22,52.36298,4.89755,False,True,4,2,2,3,2,False,3.0,2.0,3,False,283,False,3,5,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,False,False,52.366,4.895,96
415619,9,52.36905,4.93528,False,True,3,1,1,1,2,True,3.0,2.0,3,False,145,True,2,3,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,52.372,4.94,90
418098,14,52.37081,4.86131,False,True,4,1,2,2,2,False,2.0,3.0,2,False,185,False,3,4,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,True,True,False,52.372,4.861,94
422044,21,52.37964,4.89442,False,True,3,2,3,5,2,True,3.0,2.0,3,False,217,True,3,6,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,52.383,4.895,92
431635,7,52.37706,4.85671,False,True,2,1,2,1,2,True,3.0,3.0,2,False,50,True,1,3,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False,False,52.383,4.85,90
432233,22,52.36169,4.8872,False,True,2,1,1,1,2,False,3.0,2.0,2,False,303,True,3,2,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,52.366,4.884,97
437757,18,52.35503,4.90516,False,True,2,1,1,1,1,True,3.0,2.0,3,False,109,True,2,2,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52.354,4.906,96
